"Program","Year","Period","Geo.Level","State","Strawberries","type","items","units","Domain","name","code","Value","CV....","Total"
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"1,812","6.1",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"161","25.4",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"146","17.2",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"131","11.9",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"510","7.3",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"146","44.0",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"5.7","7,596"
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"5,508","7.0",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"1,884","5.7",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"161","25.4",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"147","18.3",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"131","11.9",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"514","7.3",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"146","44.0",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"5.8","8,491"
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"1,270","13.7",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"562","6.4",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"17","27.9",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"43","19.0",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"22","40.9",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"200","8.2",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"16","72.6",NA
"CENSUS",2022,"YEAR","NATIONAL","US TOTAL","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"8.4","2,130"
"CENSUS",2022,"YEAR","STATE","ALABAMA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"16.9","162"
"CENSUS",2022,"YEAR","STATE","ALABAMA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"17.5","171"
"CENSUS",2022,"YEAR","STATE","ALABAMA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"80.0","9"
"CENSUS",2022,"YEAR","STATE","ALABAMA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"19.7","107"
"CENSUS",2022,"YEAR","STATE","ALABAMA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"17.5","119"
"CENSUS",2022,"YEAR","STATE","ALABAMA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"26.9","18"
"CENSUS",2022,"YEAR","STATE","ALASKA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"(L)","11"
"CENSUS",2022,"YEAR","STATE","ALASKA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"(L)","14"
"CENSUS",2022,"YEAR","STATE","ALASKA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"(L)","3"
"CENSUS",2022,"YEAR","STATE","ALASKA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"(L)","45"
"CENSUS",2022,"YEAR","STATE","ALASKA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"(L)","50"
"CENSUS",2022,"YEAR","STATE","ALASKA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"(L)","8"
"CENSUS",2022,"YEAR","STATE","ARIZONA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"29.4","3"
"CENSUS",2022,"YEAR","STATE","ARIZONA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"33.8","4"
"CENSUS",2022,"YEAR","STATE","ARIZONA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"93.3","1"
"CENSUS",2022,"YEAR","STATE","ARIZONA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"25.8","16"
"CENSUS",2022,"YEAR","STATE","ARIZONA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"15.8","24"
"CENSUS",2022,"YEAR","STATE","ARIZONA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"38.0","9"
"CENSUS",2022,"YEAR","STATE","ARKANSAS","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"33.4","116"
"CENSUS",2022,"YEAR","STATE","ARKANSAS","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"33.0","128"
"CENSUS",2022,"YEAR","STATE","ARKANSAS","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"42.1","12"
"CENSUS",2022,"YEAR","STATE","ARKANSAS","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"36.0","71"
"CENSUS",2022,"YEAR","STATE","ARKANSAS","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"35.7","80"
"CENSUS",2022,"YEAR","STATE","ARKANSAS","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"34.2","24"
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"138","(H)",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"35,019","32.5",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"1,699","31.0",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"370","31.6",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"8,154","68.4",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"21.8","46,093"
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"46","45.6",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"165","91.9",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"35,457","32.1",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"676","42.5",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"1,736","30.8",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"409","31.8",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"8,323","65.6",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"21.9","46,813"
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"27","23.5",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"438","6.4",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"38","83.7",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"40","52.1",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"169","(H)",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"50.2","720"
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"189","39.6",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"74","98.6",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"114","34.3",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"36","43.5",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"47","27.1",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"52","29.4",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"114","63.8",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"26.9","626"
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"212","42.6",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"76","93.5",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"114","34.3",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"36","43.5",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"47","27.1",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"52","29.4",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"114","63.8",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"27.8","651"
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"32","92.0",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"22","39.5",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"10","47.4",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"1","(H)",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"3","83.7",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"9","68.3",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"8","77.8",NA
"CENSUS",2022,"YEAR","STATE","CALIFORNIA","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"58.8","85"
"CENSUS",2022,"YEAR","STATE","COLORADO","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"73.5","10"
"CENSUS",2022,"YEAR","STATE","COLORADO","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"47.0","30"
"CENSUS",2022,"YEAR","STATE","COLORADO","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"59.7","20"
"CENSUS",2022,"YEAR","STATE","COLORADO","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"18.2","39"
"CENSUS",2022,"YEAR","STATE","COLORADO","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"18.8","64"
"CENSUS",2022,"YEAR","STATE","COLORADO","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"26.5","27"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"22.7","119"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"18.6","156"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"8.6","37"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"17.2","97"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"15.9","128"
"CENSUS",2022,"YEAR","STATE","CONNECTICUT","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"19.4","44"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - ACRES GROWN",NA,NA,NA,NA,NA,NA,NA,"5.3","27"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - ACRES NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"(D)","(D)"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,NA,NA,NA,"46.0","14"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,NA,NA,NA,"40.2","16"
"CENSUS",2022,"YEAR","STATE","DELAWARE","STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,NA,NA,NA,"37.9","5"
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 0.1 TO 0.9 ACRES",NA,"8","76.1",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 1.0 TO 4.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 100 OR MORE ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 15.0 TO 24.9 ACRES",NA,"(D)","(D)",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 25.0 TO 49.9 ACRES",NA,"1,414","27.7",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 5.0 TO 14.9 ACRES",NA,"131","22.2",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,"AREA GROWN"," 50.0 TO 99.9 ACRES",NA,"1,401","33.5",NA
"CENSUS",2022,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES BEARING",NA,NA,NA,NA,NA,NA,NA,"5.9","13,413"
